pros,cons,overall_rating,link,tittle,author,city,state,comment,work_life_balance,compensation_benefits,job_security_advancement,Management,Culture
[],[],3.0,https://www.indeed.com/cmp/Rnnetwork/reviews/travel-agency-work?id=235288c12ea9767f,Travel agency work,Registered Nurse,Boca Raton,FL,"Working with this travel agency was nice, my recruiter was great and handled everything in a professional manner. The travel agency found work in areas that I requested.",3.0,3.0,3.0,3.0,3.0
"[""Pay, benefits""]","[""Traveling""]",4.0,https://www.indeed.com/cmp/Rnnetwork/reviews/a-personal-and-professional-company-with-respect-for-the-staff?id=eef48eeb73efb81f,A personal and professional company with respect for the staff.,Registered Nurse,Edmond,OK,"I worked as an Acute Dialysis Nurse and the job is unpredictable as expected, many times extremely log days. It was very difficult achieving a balance with other aspects of life. The people were respectful, available and willing to work out any job related issue. The most enjoyable part of my job was the patient care and ease in working with FMS staff.",4.0,4.0,4.0,4.0,4.0
[],[],4.0,https://www.indeed.com/cmp/Rnnetwork/reviews/nice-company-to-work-for?id=66fba6d6599cf578,Nice company to work for,Registered Nurse,Greenville,SC,"Great people to work for, assignments were easy to set up, no problems with getting paid or renewing contracts. would recommend this travel company for traveling",,,,,
"[""Always supportive & day one benefits""]","[""Have \""in service\"" assignments without compensation.""]",5.0,https://www.indeed.com/cmp/Rnnetwork/reviews/caring-team-of-employees?id=462345109169bb0d,Caring team of employees,RN,Boca Raton,FL,All the employees are helpful & make it about the nurses. I always have the info required for my next location. Supportive all through the contract. enjoyed it.,4.0,5.0,4.0,4.0,5.0
[],[],5.0,https://www.indeed.com/cmp/Rnnetwork/reviews/very-professional?id=19f4f239d4f20eba,Very Professional,RN,,,Very productive at job placement. Recruiters treat nurses like family. Staff is easily available and returns calls promptly. Strives to find the best jobs with high pay rates,5.0,5.0,5.0,5.0,5.0
[],[],5.0,https://www.indeed.com/cmp/Rnnetwork/reviews/very-good-place-to-work-as-a-travel-nurse?id=053223a446ba4fcf,Very good place to work as a travel nurse,RN,Boca Raton,FL,RN network is always on top of things; some one is always available for help; good & very up beat people at RN Network; benifits are good along with the housing,5.0,5.0,5.0,5.0,4.0
"[""benefits, housing, helping with recertification classes, mileage reimbursement, double time for overtime pay""]",[],5.0,https://www.indeed.com/cmp/Rnnetwork/reviews/awesome?id=78a595388a2249d4,Awesome,Registered Nurse,Boca Raton,FL,"My recruiter is awesome, contacting me every Monday to see how I'm doing. The supervisor is great also. I love this company. The benefit package is great too. My housing has been fantastic. The credentialing department is fantastic, finding classes for recertification.",5.0,5.0,5.0,5.0,5.0
[],[],5.0,https://www.indeed.com/cmp/Rnnetwork/reviews/great-job?id=94530aeec875737e,Great Job,Registered Nurse,Fredericksburg,VA,"A typical day at work was filled with cardiac issues but great teamwork and attitudes to go along with it. I learned how to become competent in a job with little training. Management and my co workers were overly helpful and were a big part of the reason that I adjusted so fast. My experience and skills with cardiac illness helped me to feel very confident, so I would have to say the hardest part was working night shift. Although I have been doing this shift for two plus years it is really beginning to take a toll on my body and I am looking to move off of this shift soon.",,,,,
"[""there when you need them, good benefits, helpful recruiters""]","[""required paperwork handlers not also accurate""]",5.0,https://www.indeed.com/cmp/Rnnetwork/reviews/usually-had-positions-where-i-wanted-to-travel-and-good-benefits?id=b4cc14ca9b9322cd,usually had positions where I wanted to travel and good benefits,RN,Boca Raton,FL,I worked for RNNETWORK for approximately 10 years. I found them to be readily accessible and had numerous jobs to choose from. I liked their benefits and really never had an issue with them,4.0,5.0,5.0,5.0,4.0
[],[],5.0,https://www.indeed.com/cmp/Rnnetwork/reviews/excellent-traveling-company?id=773bf9e8af38a781,Excellent traveling company,RN Staff Nurse,Edmond,OK,Able to communicate with coordinator as needed when events arrive.,,,,,
"[""Responsive and kind Recruiter and Client Service Manager""]",[],4.0,https://www.indeed.com/cmp/Covelo-Group/reviews/fantastic-recruiter-and-client-service-manager-who-are-very-responsive?id=8fbb831102db7b4e,Fantastic Recruiter and Client Service Manager who are very responsive.,RN,Golden,CO,"Client Services Manager met me, walked me into the facility and introduced me to the Staff that I would be working with. Questions answered and issues dealt with quickly. Each placement is different, so it is nice when the Sites have been vetted by Covelo Group prior to placing its healthcare professionals. Not a 1099 Contract company, so taxes are taken out of pay, which is a huge plus!",5.0,4.0,4.0,4.0,4.0
[],[],5.0,https://www.indeed.com/cmp/Covelo-Group/reviews/it-has-been-a-pleasure-and-i-continue-to-work-with-them?id=20d2c2fd1d737bf4,It has been a pleasure and I continue to work with them,Registered Nurse,Chicago,IL,What is the best part of working at the company? My recruiters are amazing and always work to make sure I am happy at the facility I am contracted with.  What is the most stressful part about working at the company? Haven’t had an issue yet thankfully  What is the work environment and culture like at the company? Very friendly and pro employee  What is a typical day like for you at the company? Depends where they get your contract at,,,,,
"[""Great pay, wonderful team, fast response time""]",[],5.0,https://www.indeed.com/cmp/Covelo-Group/reviews/great-support-system?id=daf8f756c72077a3,Great support system.,RN,Denver,CO,"I have enjoyed working for this company so far. They offer competitive pay, and go out of their way to get you the best pay that you deserve. The recruitment team is great at finding a position that works with my schedule and fits my family.",5.0,5.0,5.0,5.0,5.0
"[""Free lunch, great pay, benefits, stellar team""]","[""somewhat monotonous at times""]",5.0,https://www.indeed.com/cmp/Covelo-Group/reviews/covelo-group-hwl-covid-19-vaccination-clinics?id=a5ddea3c63064408,Covelo Group (HWL COVID-19 Vaccination Clinics),Registered Nurse (RN),Greeley,CO,"My experience with Covelo group has been fantastic. The job I was assigned to could not be better. They even cater us food twice a shift! The work is laid back, the expectations are clear, and my coworkers are pretty easy to get along with overall. Highly recommend.",4.0,5.0,3.0,4.0,5.0
"[""Contracted positions allow for job flexibilty""]",[],5.0,https://www.indeed.com/cmp/Covelo-Group/reviews/recruiter-works-hard-to-support-you?id=d3638ad411270f9c,Recruiter works hard to support YOU!,RN,Denver,CO,"Refreshing to work for a company who is professional and supportive of their staff! My recruiter promptly returns communications, has been quick to troubleshoot questions during onboarding process and even sent my local Covelo representative to ""meet and greet"" me on the first day of my contract with a new client. If you are confident in your profession and contract work is something you have never tried and are interested in, I highly recommend Covelo Group, my recruiter and local rep have been amazing!",4.0,4.0,3.0,5.0,5.0
[],[],3.0,https://www.indeed.com/cmp/Covelo-Group/reviews/ok-for-in-between-jobs?id=1de1d7a72ef12997,Ok for in between jobs,RN Vaccinator,San Francisco,CA,"Working with covelo was okay to start, compensation was lower than average but you get what you sign up for. Usually flexible with scheduling depeniding on the location you arr assigned to.",3.0,2.0,2.0,2.0,2.0
[],[],5.0,https://www.indeed.com/cmp/Covelo-Group/reviews/friendly-staff-smooth-onboarding-process-good-pay?id=d1acf3bced42c670,"Friendly staff, smooth onboarding process & good pay",RN,San Jose,CA,"I appreciate the opportunity Covelo Group offered me to work for a large reputable hospital in the bay area. The entire boarding process was very smooth, I was given very clear instructions every step along the way. I feel the staff members of Covelo respect their employees and treat them well.",5.0,4.0,3.0,4.0,5.0
"[""Awesome staff and reasonable pay.""]","[""No benefits""]",5.0,https://www.indeed.com/cmp/Covelo-Group/reviews/communicative-staffing-agency?id=fc9515928c2390e5,Communicative staffing agency,Registered Nurse (RN),San Francisco,CA,"As a new grad, working for Covelo has given me the opportunity to work with reputable hospitals within my area. This has helped me build connections with other coworkers and staff members, who I may use as references for future career opportunities. My recruiter was always responsive and helpful to any questions or concerns I had. The other contractors and I initially had some concerns regarding our hours, but Covelo listened and handled the issue promptly with a reasonable solution. All my coworkers have been pleasant to work with and the work culture for my assignment is positive and supportive.",5.0,5.0,4.0,4.0,4.0
[],[],3.0,https://www.indeed.com/cmp/Covelo-Group/reviews/i-liked-working-for-mga-good-company?id=d82837d826561902,"I liked working for MGA, good company",RN/Staff Nurse - Registry,Gardena,CA,"I liked working for MGA, good company, I only separated after, I found full time employment with benefits. Management was professional and fair, no problem with MGA. The work culture was fair and professional.",3.0,3.0,3.0,3.0,3.0
[],[],3.0,https://www.indeed.com/cmp/Covelo-Group/reviews/worst-job-i-ve-ever-had?id=96a4984b2d5e310c,Worst job I've ever had!,RN Staff Nurse,Addison,TX,"Very little training. Recruiters were the ""go to"" people for Nurses, not Nursing Supervisor. No pre-employment testing to assess adequate job skills for the job. And",3.0,3.0,3.0,3.0,3.0
[],[],3.0,https://www.indeed.com/cmp/Covelo-Group/reviews/company?id=0a1129d4cb5e2e0a,Company,REGISTERED NURSE,Phoenix,AZ,Registry work with contracts..You interview with families to determine if you are right fit for their home. You have to work with families schedules in order to get hours. You may have to work with multiple families.,3.0,3.0,3.0,3.0,3.0
[],[],3.0,https://www.indeed.com/cmp/Covelo-Group/reviews/n-a?id=6393a3bdece2c905,n/a,Wellness Registered Nurse (RN),San Francisco,CA,"good if you can't find a steady job, they're super nice and youll still get experience, i worked as a flu nurse so it was a good first job out of school,",2.0,1.0,1.0,1.0,1.0
